FLAG,DT,DA,RUL,PH,SOH,BD,EOL,FDNOM,FD,FFP,DPS,FFS,FFIN,RC0,RS0,RC1,RS1,FLAG
0,  0.000000, 23.300000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.300000, 23.300000,  -0.050000,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  1.000000, 23.600000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.375000, 23.450000,  -0.046942,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  2.000000, 23.700000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.427778, 23.533333,  -0.045597,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  3.000000, 23.800000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.470833, 23.600000,  -0.044578,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  4.000000, 23.600000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.496667, 23.600000,  -0.045652,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  5.000000, 23.900000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.533889, 23.720000,  -0.042158,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  6.000000, 23.700000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.563333, 23.740000,  -0.042556,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  7.000000, 23.400000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.577917, 23.680000,  -0.045699,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  8.000000, 23.750000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.588148, 23.670000,  -0.046550,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  9.000000, 23.800000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.710000,  -0.045377,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 10.000000, 23.200000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.570000,  -0.051285,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 11.000000, 23.600000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.550000,  -0.052133,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 12.000000, 23.700000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.610000,  -0.049590,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 13.000000, 23.300000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.520000,  -0.053404,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 14.000000, 23.800000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.520000,  -0.053404,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 15.000000, 23.400000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.560000,  -0.051709,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
